Slice,Label,Centroid X,Centroid Y,Centroid Z,x1,x2,y1,y2,z1,z2,Feret Size X,Feret Size Y,Feret Size Z,Pore volume,Bounding box volume,Major Axis Vector,Minor Axis Vector,Intermediate Axis Vector,Major Axis Length,Minor Axis Length,Intermediate Axis Length,Major Axis Angle Z (deg),Intermediate Axis Angle Z (deg),Minor Axis Angle Z (deg),Moments of Inertia
0,1,888.3619995117188,961.767822265625,2464.90771484375,50,1743,45,1836,0,5000,1693,1791,5000,1666478767,15160815000,[-0.00353249  0.02568654  0.99966381],[ 0.87126905  0.49071318 -0.00953018],[-0.490793    0.87094247 -0.02411333],2884.85976911831,807.3431555240265,811.3509077332649,1.4857487472317907,91.38172595721112,90.54604735607494,[2080603.97186934  164572.5738699   162950.74269287]
